TruePersonID,CanonicalName,CanonicalNameKn,Moniker,GenderID,BirthYear,HomeDistrictID,HomeUnitID,MOFamily,TravelPropensity,Quota,ActiveFrom,ActiveTo,GangID,CollisionGroup
P002143,Lokesh Rangappa,ಲೋಕೇಶ ರಂಗಪ್ಪ,Uddha,1,1999,20,265,murder,0.09,4,2024-04-08,2024-08-23,G00176,
P002144,Harish Rangappa,ಹರೀಶ ರಂಗಪ್ಪ,Lorry,1,1999,3,37,house_break_night,0.09,2,2025-01-02,2026-04-08,,
P002145,Kumar Shivappa,ಕುಮಾರ ಶಿವಪ್ಪ,,1,1979,29,371,hurt_affray,0.09,1,2021-07-11,2022-09-21,,
P002146,Roopa Basappa,ರೂಪಾ ಬಸಪ್ಪ,,2,1994,14,171,sand_smuggling,0.42,4,2022-05-31,2023-01-15,,
P002147,Shivakumar Lingappa,ಶಿವಕುಮಾರ ಲಿಂಗಪ್ಪ,,1,1984,4,47,mobile_snatching,0.09,1,2024-06-23,2026-06-30,,
P002148,Mahesh Siddappa,ಮಹೇಶ ಸಿದ್ದಪ್ಪ,,1,1987,5,67,highway_dacoity,0.09,1,2024-11-14,2026-01-29,,
P002149,Ashok Puttappa,ಅಶೋಕ ಪುಟ್ಟಪ್ಪ,,1,1974,4,52,card_skimming,0.09,1,2025-09-11,2026-06-30,,
P002150,Sunitha Shivappa,ಸುನೀತಾ ಶಿವಪ್ಪ,Battale,2,2003,14,176,two_wheeler_theft,0.09,2,2021-01-15,2023-01-14,,
P002151,Mallikarjuna Ningappa,ಮಲ್ಲಿಕಾರ್ಜುನ ನಿಂಗಪ್ಪ,,1,1993,26,334,house_break_night,0.09,1,2023-08-10,2025-08-24,,
P002152,Thimmaraju Hanumappa,ತಿಮ್ಮರಾಜು ಹನುಮಪ್ಪ,,1,1979,11,141,house_break_night,0.09,6,2025-01-29,2026-04-27,G00060,
P002153,Manjunath Shivappa,ಮಂಜುನಾಥ ಶಿವಪ್ಪ,,1,1991,13,158,chit_fund_cheating,0.42,5,2025-09-24,2026-05-04,,
P002154,Praveen Hanumappa,ಪ್ರವೀಣ ಹನುಮಪ್ಪ,,1,1998,24,311,cattle_theft,0.09,1,2021-05-31,2022-07-04,,
P002155,Lakshmi Ningappa,ಲಕ್ಷ್ಮಿ ನಿಂಗಪ್ಪ,Lorry,2,1985,17,220,ndps_ganja,0.09,1,2022-12-18,2025-12-12,,
P002156,Manjunath Siddappa,ಮಂಜುನಾಥ ಸಿದ್ದಪ್ಪ,,1,1961,22,287,cattle_theft,0.09,2,2023-10-03,2024-04-23,G00005,C0097
P002157,Gopal Krishnappa,ಗೋಪಾಲ ಕೃಷ್ಣಪ್ಪ,,1,1963,22,291,cattle_theft,0.09,5,2023-04-27,2026-01-03,,
P002158,Chandru Krishnappa,ಚಂದ್ರು ಕೃಷ್ಣಪ್ಪ,,1,1982,19,241,chain_snatching,0.42,2,2024-01-13,2026-06-30,G00086,
P002159,Ramesh Krishnappa,ರಮೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1977,15,187,cattle_theft,0.09,1,2025-12-13,2026-05-29,,
P002160,Ravi Basappa,ರವಿ ಬಸಪ್ಪ,,1,1993,28,355,card_skimming,0.42,1,2021-01-02,2023-09-03,,
P002161,Manjunath Rangappa,ಮಂಜುನಾಥ ರಂಗಪ್ಪ,Pailwan,1,1964,1,11,shop_burglary,0.09,1,2023-10-10,2025-07-12,,
P002162,Basavaraj Basappa,ಬಸವರಾಜ ಬಸಪ್ಪ,Kuri,1,1971,13,158,two_wheeler_theft,0.42,3,2025-04-15,2026-06-30,G00124,
P002163,Hanumantha Krishnappa,ಹನುಮಂತ ಕೃಷ್ಣಪ್ಪ,Gundu,1,1978,23,303,mobile_snatching,0.09,10,2022-12-07,2026-05-05,,
P002164,Prakash Nagappa,ಪ್ರಕಾಶ ನಾಗಪ್ಪ,,1,1998,2,26,ndps_ganja,0.09,4,2024-03-11,2025-02-10,G00136,
P002165,Mallikarjuna Ningappa,ಮಲ್ಲಿಕಾರ್ಜುನ ನಿಂಗಪ್ಪ,,1,2002,13,164,mobile_snatching,0.09,2,2026-01-11,2026-06-30,,
P002166,Shivakumar Doddappa,ಶಿವಕುಮಾರ ದೊಡ್ಡಪ್ಪ,,1,2000,13,165,house_break_night,0.09,1,2021-06-18,2023-03-20,,
P002167,Doddabasappa Mallappa,ದೊಡ್ಡಬಸಪ್ಪ ಮಲ್ಲಪ್ಪ,,1,1974,17,220,chit_fund_cheating,0.09,3,2025-03-02,2025-12-11,,C0092
P002168,Manjunath Lingappa,ಮಂಜುನಾಥ ಲಿಂಗಪ್ಪ,,1,1991,3,39,murder,0.42,1,2025-02-20,2026-06-30,,
P002169,Manjunath Krishnappa,ಮಂಜುನಾಥ ಕೃಷ್ಣಪ್ಪ,,1,1980,4,46,ndps_ganja,0.09,1,2024-12-26,2026-06-30,,
P002170,Manjunath Timmappa,ಮಂಜುನಾಥ ತಿಮ್ಮಪ್ಪ,,1,1999,7,90,highway_dacoity,0.09,1,2024-10-07,2026-06-30,,
P002171,Ravi Basappa,ರವಿ ಬಸಪ್ಪ,,1,1961,20,258,hurt_affray,0.09,1,2025-04-14,2026-06-30,,
P002172,Srinivas Basappa,ಶ್ರೀನಿವಾಸ ಬಸಪ್ಪ,,1,1980,18,233,shop_burglary,0.09,1,2025-04-10,2026-06-30,,
P002173,Suresh Timmappa,ಸುರೇಶ ತಿಮ್ಮಪ್ಪ,,1,1974,31,404,hurt_affray,0.09,2,2022-08-30,2024-05-29,,
P002174,Siddaraju Chikkegowda,ಸಿದ್ದರಾಜು ಚಿಕ್ಕೇಗೌಡ,,1,1972,22,291,mobile_snatching,0.09,3,2024-10-06,2026-06-30,G00002,C0020
P002175,Ganesh Puttappa,ಗಣೇಶ ಪುಟ್ಟಪ್ಪ,,1,1986,17,213,shop_burglary,0.09,1,2025-04-21,2026-06-30,,
P002176,Kumar Basappa,ಕುಮಾರ ಬಸಪ್ಪ,,1,1962,17,212,chain_snatching,0.09,4,2023-01-12,2025-01-05,G00148,
P002177,Manjunath Ningappa,ಮಂಜುನಾಥ ನಿಂಗಪ್ಪ,,1,1998,25,316,two_wheeler_theft,0.09,2,2023-12-05,2024-11-08,G00191,
P002178,Siddaraju Rangappa,ಸಿದ್ದರಾಜು ರಂಗಪ್ಪ,,1,1967,10,128,two_wheeler_theft,0.09,1,2021-06-02,2023-06-25,,
P002179,Venkatesh Lingappa,ವೆಂಕಟೇಶ ಲಿಂಗಪ್ಪ,,1,1975,25,321,hurt_affray,0.42,5,2025-01-08,2026-06-30,,C0060
P002180,Suresh Hanumappa,ಸುರೇಶ ಹನುಮಪ್ಪ,,1,1988,7,85,house_break_night,0.09,2,2024-04-04,2026-06-30,,
P002181,Mahesh Fakirappa,ಮಹೇಶ ಫಕೀರಪ್ಪ,Gundu,1,1999,27,339,highway_dacoity,0.09,1,2025-08-13,2026-06-30,,
P002182,Savitha Lingappa,ಸವಿತಾ ಲಿಂಗಪ್ಪ,,2,1975,24,311,ndps_ganja,0.09,1,2021-07-06,2022-01-18,,
P002183,Manjunath Boregowda,ಮಂಜುನಾಥ ಬೋರೇಗೌಡ,Auto,1,1981,20,265,chit_fund_cheating,0.09,1,2025-01-29,2025-08-13,,
P002184,Shivakumar Hanumappa,ಶಿವಕುಮಾರ ಹನುಮಪ್ಪ,Battale,1,1975,5,63,illicit_liquor,0.42,1,2023-03-10,2025-02-28,,
P002185,Mahesh Basappa,ಮಹೇಶ ಬಸಪ್ಪ,,1,1991,3,36,ndps_ganja,0.09,3,2022-07-09,2023-05-29,G00166,
P002186,Ramesh Shivappa,ರಮೇಶ ಶಿವಪ್ಪ,,1,1961,6,78,illicit_liquor,0.42,3,2024-03-23,2025-05-16,,
P002187,Basavaraj Krishnappa,ಬಸವರಾಜ ಕೃಷ್ಣಪ್ಪ,,1,1999,22,292,mobile_snatching,0.09,2,2021-09-15,2022-01-25,,
P002188,Lakshmi Kempegowda,ಲಕ್ಷ್ಮಿ ಕೆಂಪೇಗೌಡ,Chikka,2,1984,4,53,highway_dacoity,0.09,1,2025-11-02,2026-06-30,,
P002189,Arun Basappa,ಅರುಣ ಬಸಪ್ಪ,,1,1988,1,14,chain_snatching,0.42,2,2023-07-17,2025-12-05,,C0039
P002190,Madhu Basappa,ಮಧು ಬಸಪ್ಪ,,1,1996,8,94,shop_burglary,0.09,1,2023-06-14,2026-06-30,,
P002191,Dinesh Boregowda,ದಿನೇಶ ಬೋರೇಗೌಡ,Auto,1,1962,27,344,two_wheeler_theft,0.09,1,2021-07-05,2025-05-27,,
P002192,Santosh Siddappa,ಸಂತೋಷ ಸಿದ್ದಪ್ಪ,Pailwan,1,1999,5,69,hurt_affray,0.09,1,2024-10-04,2026-02-03,,
P002193,Yallappa Basappa,ಯಲ್ಲಪ್ಪ ಬಸಪ್ಪ,,1,1969,3,41,hurt_affray,0.09,2,2023-01-05,2026-06-30,,
P002194,Ashok Chennappa,ಅಶೋಕ ಚೆನ್ನಪ್ಪ,,1,1987,4,53,murder,0.09,3,2022-01-26,2025-08-16,G00028,
P002195,Ramesh Mallappa,ರಮೇಶ ಮಲ್ಲಪ್ಪ,,1,1973,17,224,chain_snatching,0.09,1,2024-02-02,2025-03-05,,
P002196,Siddaraju Siddappa,ಸಿದ್ದರಾಜು ಸಿದ್ದಪ್ಪ,,1,1996,21,268,chain_snatching,0.09,4,2025-08-17,2026-06-30,G00091,
P002197,Basavaraj Basappa,ಬಸವರಾಜ ಬಸಪ್ಪ,,1,1997,13,160,house_break_night,0.09,10,2025-02-22,2026-06-30,G00127,
P002198,Mahadev Hanumappa,ಮಹಾದೇವ ಹನುಮಪ್ಪ,,1,1983,27,344,illicit_liquor,0.09,4,2024-04-04,2025-02-20,G00066,
P002199,Savitha Yamanappa,ಸವಿತಾ ಯಮನಪ್ಪ,Kuri,2,1979,14,170,highway_dacoity,0.09,3,2023-02-16,2024-05-18,G00156,
P002200,Gangadhar Ningappa,ಗಂಗಾಧರ ನಿಂಗಪ್ಪ,,1,1967,7,88,hurt_affray,0.09,2,2024-09-23,2026-06-30,,C0108
P002201,Manjunath Somappa,ಮಂಜುನಾಥ ಸೋಮಪ್ಪ,,1,1981,22,288,cattle_theft,0.09,1,2022-06-08,2025-11-12,,
P002202,Ganesh Basappa,ಗಣೇಶ ಬಸಪ್ಪ,,1,1984,23,302,ndps_ganja,0.09,2,2024-09-04,2025-07-10,,
P002203,Harish Yamanappa,ಹರೀಶ ಯಮನಪ್ಪ,,1,1966,4,52,ndps_ganja,0.09,1,2022-12-30,2023-07-30,,
P002204,Ramesh Krishnappa,ರಮೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1990,26,329,cattle_theft,0.09,1,2023-11-22,2026-04-28,,
P002205,Siddaraju Muniyappa,ಸಿದ್ದರಾಜು ಮುನಿಯಪ್ಪ,Kadu,1,1965,7,84,two_wheeler_theft,0.09,2,2022-07-02,2025-03-15,,
P002206,Ganesh Gurappa,ಗಣೇಶ ಗುರಪ್ಪ,Kabbina,1,2003,13,160,ndps_ganja,0.09,1,2025-06-26,2026-06-16,,
P002207,Manjunath Mallappa,ಮಂಜುನಾಥ ಮಲ್ಲಪ್ಪ,Kadu,1,1990,30,393,house_break_night,0.09,1,2023-05-31,2024-10-15,,
P002208,Geetha Hanumappa,ಗೀತಾ ಹನುಮಪ್ಪ,,2,1968,13,165,ndps_ganja,0.09,1,2022-11-15,2024-01-07,,
P002209,Chandrashekar Doddappa,ಚಂದ್ರಶೇಖರ ದೊಡ್ಡಪ್ಪ,,1,1968,2,26,ndps_ganja,0.09,3,2024-07-25,2026-06-30,,
P002210,Shivakumar Mariyappa,ಶಿವಕುಮಾರ ಮಾರಿಯಪ್ಪ,,1,1979,10,130,chain_snatching,0.09,1,2021-04-15,2023-10-22,,
P002211,Manjunath Boregowda,ಮಂಜುನಾಥ ಬೋರೇಗೌಡ,,1,1990,2,33,house_break_night,0.09,1,2022-04-17,2023-10-31,,
P002212,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,1988,2,30,cattle_theft,0.09,3,2021-08-04,2022-11-10,,
P002213,Lokesh Basappa,ಲೋಕೇಶ ಬಸಪ್ಪ,,1,2003,4,52,murder,0.09,1,2024-01-31,2026-06-30,,
P002214,Basavaraj Basappa,ಬಸವರಾಜ ಬಸಪ್ಪ,,1,1982,8,100,shop_burglary,0.42,1,2024-04-24,2025-02-10,,
P002215,Suresh Basappa,ಸುರೇಶ ಬಸಪ್ಪ,,1,1986,3,42,chit_fund_cheating,0.09,1,2025-05-24,2026-06-30,,
P002216,Shivakumar Krishnappa,ಶಿವಕುಮಾರ ಕೃಷ್ಣಪ್ಪ,Chikka,1,2003,4,48,chit_fund_cheating,0.09,1,2023-12-14,2026-06-30,,
P002217,Ramesh Krishnappa,ರಮೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1984,25,321,shop_burglary,0.09,1,2024-10-28,2026-06-30,,
P002218,Ambika Timmappa,ಅಂಬಿಕಾ ತಿಮ್ಮಪ್ಪ,,2,1996,29,366,mobile_snatching,0.09,12,2024-06-24,2026-06-30,,
P002219,Sunitha Fakirappa,ಸುನೀತಾ ಫಕೀರಪ್ಪ,,2,1963,14,176,hurt_affray,0.09,2,2022-05-13,2025-11-27,G00155,
P002220,Veeresh Muniyappa,ವೀರೇಶ ಮುನಿಯಪ್ಪ,,1,1969,4,53,cattle_theft,0.09,1,2023-07-28,2025-10-10,,
P002221,Anand Gurappa,ಆನಂದ ಗುರಪ್ಪ,,1,1992,19,246,chain_snatching,0.09,2,2023-03-11,2025-12-25,,
P002222,Sunitha Nagappa,ಸುನೀತಾ ನಾಗಪ್ಪ,Kuri,2,1982,27,343,murder,0.42,1,2023-06-05,2026-06-30,,
P002223,Chandru Basappa,ಚಂದ್ರು ಬಸಪ್ಪ,,1,1990,24,312,hurt_affray,0.09,2,2023-11-15,2024-04-25,,
P002224,Manjunath Puttappa,ಮಂಜುನಾಥ ಪುಟ್ಟಪ್ಪ,Kadu,1,1967,6,80,illicit_liquor,0.09,1,2025-08-27,2026-06-30,,
P002225,Umesh Krishnappa,ಉಮೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1978,6,76,murder,0.09,1,2021-08-26,2022-06-22,,
P002226,Manjunath Chennappa,ಮಂಜುನಾಥ ಚೆನ್ನಪ್ಪ,,1,1964,29,377,chit_fund_cheating,0.09,1,2021-10-14,2022-12-23,,
P002227,Anand Rangappa,ಆನಂದ ರಂಗಪ್ಪ,Kadu,1,1990,28,359,cattle_theft,0.09,1,2024-01-18,2026-05-20,,
P002228,Lokesh Hanumappa,ಲೋಕೇಶ ಹನುಮಪ್ಪ,Dodda,1,1985,1,10,murder,0.09,1,2026-01-24,2026-06-30,,
P002229,Nagaraj Boregowda,ನಾಗರಾಜ ಬೋರೇಗೌಡ,,1,1983,28,349,ndps_ganja,0.09,1,2021-05-09,2024-10-25,,
P002230,Manjunath Ramegowda,ಮಂಜುನಾಥ ರಾಮೇಗೌಡ,,1,1981,2,33,cattle_theft,0.09,1,2025-02-03,2026-06-30,,
P002231,Shwetha Basappa,ಶ್ವೇತಾ ಬಸಪ್ಪ,,1,1999,25,316,illicit_liquor,0.09,3,2023-11-06,2026-06-30,G00191,C0076
P002232,Suresh Rangappa,ಸುರೇಶ ರಂಗಪ್ಪ,,1,1992,11,142,chain_snatching,0.09,5,2021-08-27,2022-11-02,,
P002233,Manjunath Mariyappa,ಮಂಜುನಾಥ ಮಾರಿಯಪ್ಪ,,1,1972,3,39,cattle_theft,0.09,1,2024-08-17,2026-01-25,,
P002234,Praveen Shivappa,ಪ್ರವೀಣ ಶಿವಪ್ಪ,Kuri,1,2000,4,52,murder,0.09,1,2023-12-14,2024-08-28,,
P002235,Venkatesh Basappa,ವೆಂಕಟೇಶ ಬಸಪ್ಪ,,1,1988,26,334,mobile_snatching,0.09,1,2023-07-14,2025-06-24,,
P002236,Sharanappa Basappa,ಶರಣಪ್ಪ ಬಸಪ್ಪ,,1,1990,5,63,ndps_ganja,0.09,2,2024-09-14,2026-06-30,,
P002237,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,1964,4,53,house_break_night,0.42,2,2024-10-29,2026-06-30,G00014,
P002238,Mahesh Basappa,ಮಹೇಶ ಬಸಪ್ಪ,Kadu,1,2004,4,53,sand_smuggling,0.09,1,2024-06-06,2026-06-30,,
P002239,Lokesh Lingappa,ಲೋಕೇಶ ಲಿಂಗಪ್ಪ,,1,2005,30,383,hurt_affray,0.09,9,2024-02-23,2026-06-30,,
P002240,Bhagya Chennappa,ಭಾಗ್ಯ ಚೆನ್ನಪ್ಪ,,2,2004,4,52,highway_dacoity,0.09,1,2023-10-13,2025-11-25,,
P002241,Ramesh Basappa,ರಮೇಶ ಬಸಪ್ಪ,,1,1972,26,334,sand_smuggling,0.42,2,2024-01-31,2026-06-30,G00108,
P002242,Ramesh Nagappa,ರಮೇಶ ನಾಗಪ್ಪ,,1,2000,25,317,illicit_liquor,0.09,2,2025-12-23,2026-06-30,,
P002243,Thimmaraju Basappa,ತಿಮ್ಮರಾಜು ಬಸಪ್ಪ,,1,1985,7,89,shop_burglary,0.09,1,2025-09-23,2026-06-30,,
P002244,Srinivas Rangappa,ಶ್ರೀನಿವಾಸ ರಂಗಪ್ಪ,,1,2004,26,330,chit_fund_cheating,0.09,1,2025-05-21,2025-11-09,,
P002245,Nagaraj Basappa,ನಾಗರಾಜ ಬಸಪ್ಪ,Dodda,1,2003,2,28,hurt_affray,0.42,1,2024-09-11,2025-01-23,,
P002246,Suresh Hanumappa,ಸುರೇಶ ಹನುಮಪ್ಪ,,1,1966,25,321,ndps_ganja,0.09,1,2025-07-11,2026-06-30,,
P002247,Erappa Somappa,ಈರಪ್ಪ ಸೋಮಪ್ಪ,,1,1970,6,80,house_break_night,0.09,2,2023-09-14,2024-11-13,,
P002248,Mallikarjuna Nagappa,ಮಲ್ಲಿಕಾರ್ಜುನ ನಾಗಪ್ಪ,,1,1968,10,128,illicit_liquor,0.09,2,2024-07-22,2026-06-30,,
P002249,Madhu Timmappa,ಮಧು ತಿಮ್ಮಪ್ಪ,,1,1986,23,300,hurt_affray,0.09,1,2024-12-14,2026-06-30,,
P002250,Suresh Basappa,ಸುರೇಶ ಬಸಪ್ಪ,Kabbina,1,1962,19,248,two_wheeler_theft,0.42,1,2024-12-16,2025-11-23,,
P002251,Manjunath Hanumappa,ಮಂಜುನಾಥ ಹನುಮಪ್ಪ,,1,1970,27,343,shop_burglary,0.09,2,2025-04-16,2025-10-08,,C0061
P002252,Manjunath Shivappa,ಮಂಜುನಾಥ ಶಿವಪ್ಪ,Chota,1,1963,4,53,murder,0.09,1,2022-03-02,2024-04-17,,
P002253,Ravi Basappa,ರವಿ ಬಸಪ್ಪ,,1,1983,23,296,cattle_theft,0.09,2,2022-04-16,2022-09-24,,C0093
P002254,Manjunath Krishnappa,ಮಂಜುನಾಥ ಕೃಷ್ಣಪ್ಪ,,1,1968,4,49,card_skimming,0.09,1,2024-10-21,2026-06-30,,
P002255,Kumar Nagappa,ಕುಮಾರ ನಾಗಪ್ಪ,,1,1988,8,95,shop_burglary,0.09,1,2023-03-09,2026-06-30,,
P002256,Kumar Timmappa,ಕುಮಾರ ತಿಮ್ಮಪ್ಪ,,1,1980,21,268,highway_dacoity,0.42,1,2024-01-14,2026-06-30,,
P002257,Shivakumar Basappa,ಶಿವಕುಮಾರ ಬಸಪ್ಪ,,1,1980,4,47,sand_smuggling,0.09,1,2023-10-24,2026-06-30,,
P002258,Naveen Basappa,ನವೀನ ಬಸಪ್ಪ,,1,1998,12,155,illicit_liquor,0.09,6,2023-02-16,2025-12-27,,
P002259,Ramesh Krishnappa,ರಮೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1996,9,108,sand_smuggling,0.09,1,2024-09-15,2026-06-30,,
P002260,Manjunath Nagappa,ಮಂಜುನಾಥ ನಾಗಪ್ಪ,,1,1993,18,235,chain_snatching,0.09,4,2022-11-13,2023-11-21,,
P002261,Manjunath Chennappa,ಮಂಜುನಾಥ ಚೆನ್ನಪ್ಪ,,1,1963,2,33,chit_fund_cheating,0.09,1,2024-05-13,2025-04-17,,
P002262,Devaraj Ningappa,ದೇವರಾಜ ನಿಂಗಪ್ಪ,,1,1969,29,378,illicit_liquor,0.09,1,2021-12-03,2025-02-23,,
P002263,Deepak Venkatappa,ದೀಪಕ ವೆಂಕಟಪ್ಪ,,1,1987,28,354,chain_snatching,0.09,1,2023-12-14,2025-12-01,,
P002264,Ramesh Krishnappa,ರಮೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1991,4,48,chain_snatching,0.09,1,2025-07-24,2026-06-30,,
P002265,Shivakumar Doddappa,ಶಿವಕುಮಾರ ದೊಡ್ಡಪ್ಪ,,1,1963,4,49,chain_snatching,0.09,4,2024-01-02,2024-12-25,,
P002266,Ganesh Rangappa,ಗಣೇಶ ರಂಗಪ್ಪ,Kabbina,1,2001,26,334,murder,0.09,1,2022-08-27,2024-07-09,,
P002267,Yallappa Chikkegowda,ಯಲ್ಲಪ್ಪ ಚಿಕ್ಕೇಗೌಡ,Kuri,1,1977,21,269,murder,0.09,1,2025-01-10,2026-06-30,,
P002268,Somashekar Shivappa,ಸೋಮಶೇಖರ ಶಿವಪ್ಪ,,1,1994,3,36,ndps_ganja,0.09,2,2025-06-29,2026-06-30,,C0083
P002269,Gopal Chennappa,ಗೋಪಾಲ ಚೆನ್ನಪ್ಪ,,1,1999,28,353,ndps_ganja,0.42,1,2022-02-27,2022-10-11,,
P002270,Shivakumar Doddappa,ಶಿವಕುಮಾರ ದೊಡ್ಡಪ್ಪ,,1,1967,15,193,sand_smuggling,0.09,1,2024-08-23,2025-09-01,,
P002271,Suresh Krishnappa,ಸುರೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1981,13,165,illicit_liquor,0.09,4,2022-09-26,2023-03-18,,C0057
P002272,Venkatesh Ningappa,ವೆಂಕಟೇಶ ನಿಂಗಪ್ಪ,,1,1982,16,202,highway_dacoity,0.09,4,2023-03-25,2025-04-10,G00128,
P002273,Yallappa Fakirappa,ಯಲ್ಲಪ್ಪ ಫಕೀರಪ್ಪ,,1,1968,4,52,cattle_theft,0.09,1,2023-09-20,2024-05-29,,
P002274,Girish Basappa,ಗಿರೀಶ ಬಸಪ್ಪ,,1,1998,17,224,sand_smuggling,0.09,1,2023-11-21,2026-06-30,,
P002275,Suresh Rangappa,ಸುರೇಶ ರಂಗಪ್ಪ,,1,1994,20,264,illicit_liquor,0.09,1,2021-01-30,2022-07-15,,
P002276,Vijay Basappa,ವಿಜಯ ಬಸಪ್ಪ,,1,1981,26,333,hurt_affray,0.42,8,2021-04-21,2022-02-19,G00111,
P002277,Suresh Krishnappa,ಸುರೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1992,24,308,murder,0.09,3,2022-08-05,2023-12-14,,C0078
P002278,Kumar Fakirappa,ಕುಮಾರ ಫಕೀರಪ್ಪ,Chikka,1,1993,4,51,murder,0.09,1,2024-06-06,2025-10-17,,
P002279,Shankar Siddappa,ಶಂಕರ ಸಿದ್ದಪ್ಪ,,1,1995,4,46,ndps_ganja,0.42,1,2021-05-27,2022-01-07,,
P002280,Doddabasappa Siddappa,ದೊಡ್ಡಬಸಪ್ಪ ಸಿದ್ದಪ್ಪ,,1,1997,20,256,card_skimming,0.09,3,2024-10-22,2025-06-15,G00173,
P002281,Suresh Doddappa,ಸುರೇಶ ದೊಡ್ಡಪ್ಪ,,1,1988,11,135,house_break_night,0.42,2,2024-06-17,2026-06-30,G00060,C0002
P002282,Manjunath Krishnappa,ಮಂಜುನಾಥ ಕೃಷ್ಣಪ್ಪ,,1,1980,17,214,house_break_night,0.42,1,2022-03-09,2024-01-15,,
P002283,Nagesh Basappa,ನಾಗೇಶ ಬಸಪ್ಪ,Battale,1,1990,6,72,card_skimming,0.09,1,2023-12-04,2025-01-03,,
P002284,Basavaraj Basappa,ಬಸವರಾಜ ಬಸಪ್ಪ,,1,1980,4,49,ndps_ganja,0.09,1,2023-05-27,2026-06-30,,
P002285,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,1982,4,53,sand_smuggling,0.09,3,2022-09-02,2026-04-15,G00028,
P002286,Rajanna Krishnappa,ರಾಜಣ್ಣ ಕೃಷ್ಣಪ್ಪ,,1,1993,4,48,two_wheeler_theft,0.09,1,2022-02-12,2025-06-08,,
P002287,Ramesh Lingappa,ರಮೇಶ ಲಿಂಗಪ್ಪ,,1,1964,6,79,cattle_theft,0.09,1,2023-10-19,2026-06-30,,
P002288,Manjunath Shivappa,ಮಂಜುನಾಥ ಶಿವಪ್ಪ,,1,1980,22,287,two_wheeler_theft,0.42,1,2021-08-07,2024-05-29,,
P002289,Vijay Basappa,ವಿಜಯ ಬಸಪ್ಪ,,1,1991,22,280,house_break_night,0.09,1,2021-10-23,2023-11-09,,
P002290,Manjunath Nagappa,ಮಂಜುನಾಥ ನಾಗಪ್ಪ,,1,1962,27,339,highway_dacoity,0.09,4,2024-02-21,2026-06-30,,
P002291,Basavaraj Basappa,ಬಸವರಾಜ ಬಸಪ್ಪ,,1,2002,25,319,card_skimming,0.09,1,2024-01-23,2026-06-30,,
P002292,Rajanna Chennappa,ರಾಜಣ್ಣ ಚೆನ್ನಪ್ಪ,,1,1977,17,214,shop_burglary,0.09,1,2025-12-30,2026-06-30,,
P002293,Venkatesh Basappa,ವೆಂಕಟೇಶ ಬಸಪ್ಪ,Dodda,1,1988,4,52,two_wheeler_theft,0.09,1,2022-02-16,2023-03-19,,
P002294,Basappa Ningappa,ಬಸಪ್ಪ ನಿಂಗಪ್ಪ,Pailwan,1,1992,5,57,hurt_affray,0.09,2,2021-01-02,2021-08-13,G00188,
P002295,Shivakumar Fakirappa,ಶಿವಕುಮಾರ ಫಕೀರಪ್ಪ,,1,1963,4,47,ndps_ganja,0.42,3,2023-11-13,2024-09-25,G00047,
P002296,Girish Muniyappa,ಗಿರೀಶ ಮುನಿಯಪ್ಪ,,1,1973,4,47,murder,0.09,1,2021-01-01,2023-09-05,,
P002297,Chandru Basappa,ಚಂದ್ರು ಬಸಪ್ಪ,,1,1964,15,188,house_break_night,0.42,1,2024-05-26,2026-03-04,,
P002298,Harish Ningappa,ಹರೀಶ ನಿಂಗಪ್ಪ,,1,1965,31,402,ndps_ganja,0.42,8,2024-01-17,2026-04-04,G00098,C0082
P002299,Erappa Basappa,ಈರಪ್ಪ ಬಸಪ್ಪ,,1,1966,5,56,card_skimming,0.09,1,2025-02-23,2026-06-30,,
P002300,Kumar Lingappa,ಕುಮಾರ ಲಿಂಗಪ್ಪ,,1,1996,15,188,ndps_ganja,0.09,1,2024-12-15,2026-06-30,,
P002301,Ganesh Ningappa,ಗಣೇಶ ನಿಂಗಪ್ಪ,,1,1990,4,53,card_skimming,0.09,3,2023-12-17,2026-06-30,G00050,C0096
P002302,Shivakumar Ningappa,ಶಿವಕುಮಾರ ನಿಂಗಪ್ಪ,,1,1975,4,52,chit_fund_cheating,0.09,4,2023-11-13,2025-04-21,,
P002303,Manjunath Mallappa,ಮಂಜುನಾಥ ಮಲ್ಲಪ್ಪ,,1,1969,11,136,mobile_snatching,0.09,1,2021-10-15,2024-05-02,,
P002304,Mahesh Ningappa,ಮಹೇಶ ನಿಂಗಪ್ಪ,,1,1987,4,52,hurt_affray,0.09,1,2022-08-24,2023-07-21,,
P002305,Manjunath Ramegowda,ಮಂಜುನಾಥ ರಾಮೇಗೌಡ,,1,1993,4,46,shop_burglary,0.09,1,2023-05-05,2026-06-30,,
