VictimID,CaseMasterID,TruePersonID,RenderedName,CanonicalName,Variant,Script,AgeRecorded,TrueBirthYear
517,3626,V000417,ಯಶೋದಾ ತಂದೆ ಬೋರೇಗೌಡ,Yashoda Boregowda,KN_TANDE,kannada,22,2004
518,3627,V000418,Arun,Arun Yamanappa,LA_GIVEN,latin,36,1991
519,3628,V000419,Rekha ,Rekha Gurappa,LA_GIVEN,latin,24,2002
520,3629,V000420,Siddaraju,Siddaraju Kempegowda,LA_GIVEN,latin,41,1983
521,3630,V000421,Y. Lingapa,Yashoda Lingappa,LA_INITIAL_PREFIX,latin,24,2003
522,3640,V000422,ಮಹಾದೇವ Hanumappa,Mahadev Hanumappa,MIX_KNGIVEN_LAFATHER,mixed,48,1979
523,3652,V000423,ಆನಂದ ನಾಗಪ್ಪ,Anand Nagappa,KN_FULL,kannada,24,2003
524,3659,V000424,ರೇಖಾ ತಂದೆ ಮಾರಿಯಪ್ಪ,Rekha Mariyappa,KN_TANDE,kannada,37,1989
525,3687,V000111,Lokesh,Lokesh Timmappa,LA_GIVEN,latin,54,1970
526,3691,V000425,ಸಿದ್ದರಾಜು ನಿಂಗಪ್ಪ,Siddaraju Ningappa,KN_FULL,kannada,33,1995
527,3692,V000426,Sunitha Puttappa,Sunitha Puttappa,LA_FULL,latin,37,1988
528,3693,V000427,Puttapa Mahadew,Mahadev Puttappa,LA_REORDER,latin,34,1990
529,3694,V000428,ಸುರೇಶ ಹನುಮಪ್ಪ,Suresh Hanumappa,KN_FULL,kannada,41,1990
530,3695,V000053,ಕಿರಣ ತಂದೆ ನಿಂಗಪ್ಪ,Kiran Ningappa,KN_TANDE,kannada,36,1990
531,3696,V000429, R. Hanumappa,Rajanna Hanumappa,LA_INITIAL_PREFIX,latin,27,2001
532,3703,V000430,ಯಲ್ಲಪ್ಪ ತಂದೆ ರಂಗಪ್ಪ,Yallappa Rangappa,KN_TANDE,kannada,53,1975
533,3704,V000431,Mahesh Ningappa,Mahesh Ningappa,LA_FULL,latin,34,1992
534,3706,V000432,Erappa,Erappa Sangappa,LA_GIVEN,latin,47,1977
535,3708,V000433,Srinivasa H,Srinivas Hanumappa,LA_INITIAL_SUFFIX,latin,40,1986
536,3710,V000294,ಕೃಷ್ಣಮೂರ್ತಿ ಮಾರಿಯಪ್ಪ,Krishnamurthy Mariyappa,KN_FULL,kannada,45,1981
537,3740,V000015,ಲಕ್ಷ್ಮಿ ಈರಣ್ಣ,Lakshmi Eranna,KN_FULL,kannada,25,1996
538,3741,V000434,ತಿಮ್ಮರಾಜು  ತಂದೆ ಬೋರೇಗೌಡ,Thimmaraju Boregowda,KN_TANDE,kannada,60,1968
539,3754,V000435,Vijayalakshmi Ramegowd,Vijayalakshmi Ramegowda,LA_FULL,latin,38,1983
540,3755,V000066,Ashok s/o. Hanumappa,Ashok Hanumappa,LA_SONOF_DOT,latin,70,1958
541,3756,V000436,Savita S,Savitha Sangappa,LA_INITIAL_SUFFIX,latin,61,1965
542,3764,V000437,Rakes Fakirappa,Rakesh Fakirappa,LA_FULL,latin,38,1983
543,3809,V000438,Rekha Doddapp,Rekha Doddappa,LA_FULL,latin,68,1960
544,3814,V000012,Gopal Hanumappa,Gopal Hanumappa,LA_FULL,latin,62,1964
545,3818,V000175,ರಾಕೇಶ ನಿಂಗಪ್ಪ,Rakesh Ningappa,KN_FULL,kannada,73,1958
546,3827,V000263,ವಿಜಯಲಕ್ಷ್ಮಿ ಕೃಷ್ಣಪ್ಪ,Vijayalakshmi Krishnappa,KN_FULL,kannada,56,1969
547,3828,V000439,ಗೋಪಾಲ,Gopal Krishnappa,KN_GIVEN,kannada,47,1977
548,3833,V000440,S. Venkatappa,Shankar Venkatappa,LA_INITIAL_PREFIX,latin,53,1972
549,3834,V000111,Lokesh,Lokesh Timmappa,LA_GIVEN,latin,56,1970
550,3864,V000441,Manjula,Manjula Somappa,LA_GIVEN,latin,51,1975
551,3868,V000442,Sunitha,Sunitha Chikkegowda,LA_GIVEN,latin,58,1968
552,3869,V000443,A. Mariyappa,Anand Mariyappa,LA_INITIAL_PREFIX,latin,20,2004
553,3870,V000444,Nanjundappa,Nanjundappa Boregowda,LA_GIVEN,latin,54,1972
554,3876,V000445,Rakesh Venkatappa,Rakesh Venkatappa,LA_FULL,latin,37,1994
555,3877,V000446,ವಿಜಯಲಕ್ಷ್ಮಿ ಬಸಪ್ಪ,Vijayalakshmi Basappa,KN_FULL,kannada,68,1958
556,3893,V000447,Pushpa Chikegowda,Pushpa Chikkegowda,LA_FULL,latin,44,1987
557,3899,V000077,Ambika Chikkegowda,Ambika Chikkegowda,LA_FULL,latin,36,1990
558,3902,V000448, ಕಿರಣ ಬಸಪ್ಪ,Kiran Basappa,KN_FULL,kannada,33,1993
559,3907,V000449,Krishnamurthy Krishnappa,Krishnamurthy Krishnappa,LA_FULL,latin,47,1979
560,3922,V000450,Ashok Neengappa,Ashok Ningappa,LA_FULL,latin,37,1990
561,3930,V000451,ಕವಿತಾ ಸಿದ್ದಪ್ಪ,Kavitha Siddappa,KN_FULL,kannada,31,2000
562,3936,V000452,Gurappa Raju ,Raju Gurappa,LA_REORDER,latin,38,1990
563,3948,V000453,Shiwakumar,Shivakumar Chennappa,LA_GIVEN,latin,39,1989
564,3970,V000454,ಈರಪ್ಪ ಈರಣ್ಣ,Erappa Eranna,KN_FULL,kannada,22,2004
565,4028,V000391,Bhagy S/o Ningappa,Bhagya Ningappa,LA_SONOF,latin,48,1978
566,4031,V000455,Ganesh Fakirappa,Ganesh Fakirappa,LA_FULL,latin,63,1958
567,4032,V000456, ಅಯ್ಯಪ್ಪ ಮಾರಿಯಪ್ಪ,Ayyappa Mariyappa,KN_FULL,kannada,49,1977
568,4041,V000457,NAGARATNA MUNIYAPPA,Nagaratna Muniyappa,LA_UPPER,latin,48,1980
569,4042,V000458,M. Hanumappa,Madhu Hanumappa,LA_INITIAL_PREFIX,latin,63,1963
570,4043,V000459,ಗಣೇಶ ತಂದೆ ಗುರಪ್ಪ,Ganesh Gurappa,KN_TANDE,kannada,54,1972
571,4050,V000053,Kiran Ningappa,Kiran Ningappa,LA_FULL,latin,35,1990
572,4063,V000460,Lakshmi S,Lakshmi Siddappa,LA_INITIAL_SUFFIX,latin,39,1985
573,4064,V000461,Nagappa Venkatesh,Venkatesh Nagappa,LA_REORDER,latin,48,1983
574,4065,V000462,ಪುಟ್ಟಸ್ವಾಮಿ  ಸಂಗಪ್ಪ,Puttaswamy Sangappa,KN_FULL,kannada,26,1999
575,4066,V000463,ತಿಮ್ಮರಾಜು ತಂದೆ ಬೋರೇಗೌಡ,Thimmaraju Boregowda,KN_TANDE,kannada,39,1989
576,4078,V000464,N.F.,Naveen Fakirappa,LA_INITIAL_BOTH,latin,39,1982
577,4096,V000060,Aruna Sangapp,Arun Sangappa,LA_FULL,latin,61,1965
578,4107,V000164,Sunil Venkatappa,Sunil Venkatappa,LA_FULL,latin,36,1990
579,4135,V000465,Naveena  Sangappa,Naveen Sangappa,LA_FULL,latin,34,1991
580,4141,V000084,B. Ramegowd,Basavaraj Ramegowda,LA_INITIAL_PREFIX,latin,51,1976
581,4142,V000054,ಹರೀಶ,Harish Sangappa,KN_GIVEN,kannada,42,1984
582,4143,V000129,Doddabasappa S/o Muneeyappa,Doddabasappa Muniyappa,LA_SONOF,latin,71,1960
583,4144,V000466,Saranappa  N,Sharanappa Ningappa,LA_INITIAL_SUFFIX,latin,58,1968
584,4157,V000143,L. Timmappa,Lakshmi Timmappa,LA_INITIAL_PREFIX,latin,32,1996
585,4158,V000467,Madhu S ,Madhu Siddappa,LA_INITIAL_SUFFIX,latin,70,1958
586,4159,V000468,Sharanappa Mallappa,Sharanappa Mallappa,LA_FULL,latin,57,1967
587,4161,V000469,Nanjundappa‍ Rangapa,Nanjundappa Rangappa,LA_FULL,latin,23,2004
588,4168,V000041,Chandrashekar S/o Krishnappa,Chandrashekar Krishnappa,LA_SONOF,latin,26,1999
589,4172,V000470,Shwetha S/o Basappa,Shwetha Basappa,LA_SONOF,latin,57,1971
590,4187,V000471,H.D.,Hanumantha Durgappa,LA_INITIAL_BOTH,latin,43,1983
591,4202,V000090,ಸಿದ್ದರಾಜು,Siddaraju Chennappa,KN_GIVEN,kannada,47,1984
592,4203,V000472,K Venkattappa,Kavitha Venkatappa,LA_INITIAL_PREFIX,latin,28,1996
593,4204,V000473,Srinivas Nagapp,Srinivas Nagappa,LA_FULL,latin,62,1966
594,4212,V000474,Somashekar ,Somashekar Doddappa,LA_GIVEN,latin,41,1985
595,4214,V000475,Lakshmi,Lakshmi Ramegowda,LA_GIVEN,latin,63,1963
596,4228,V000476,Sobha,Shobha Durgappa,LA_GIVEN,latin,43,1983
597,4246,V000273,Savitha,Savitha Basappa,LA_GIVEN,latin,42,1979
598,4247,V000066,Ashok Hanumappa,Ashok Hanumappa,LA_FULL,latin,63,1958
599,4248,V000477, ಶ್ವೇತಾ ಕೆಂಪೇಗೌಡ,Shwetha Kempegowda,KN_FULL,kannada,53,1978
600,4258,V000052,L. Venkatappa,Lakshmi Venkatappa,LA_INITIAL_PREFIX,latin,61,1965
601,4265,V000478,K.S.,Krishnamurthy Shivappa,LA_INITIAL_BOTH,latin,61,1970
602,4278,V000479,ರೇಖಾ,Rekha Rangappa,KN_GIVEN,kannada,32,1992
603,4286,V000480,ಯಶೋದಾ ಮುನಿಯಪ್ಪ,Yashoda Muniyappa,KN_FULL,kannada,36,1990
604,4298,V000481,ನಾಗೇಶ,Nagesh Durgappa,KN_GIVEN,kannada,65,1960
605,4354,V000482,Ayyappa,Ayyappa Durgappa,LA_GIVEN,latin,57,1970
606,4369,V000483,Devaraj Ramegowda,Devaraj Ramegowda,LA_FULL,latin,55,1969
607,4374,V000484,Lakshmi Sangappa,Lakshmi Sangappa,LA_FULL,latin,29,1992
608,4375,V000485,PRAWEEN FAKIRAPPA,Praveen Fakirappa,LA_UPPER,latin,32,1999
609,4385,V000129,ದೊಡ್ಡಬಸಪ್ಪ ಮುನಿಯಪ್ಪ,Doddabasappa Muniyappa,KN_FULL,kannada,64,1960
610,4399,V000486,Roopa Mallappa,Roopa Mallappa,LA_FULL,latin,28,1996
611,4403,V000487,ಶ್ವೇತಾ,Shwetha Sangappa,KN_GIVEN,kannada,31,1995
612,4427,V000488,Shweta Erann,Shwetha Eranna,LA_FULL,latin,57,1964
613,4434,V000052,Lakshmee s/o Venkatappa,Lakshmi Venkatappa,LA_SONOF_DOT,latin,63,1965
614,4446,V000489,Somashekar Hanumapa,Somashekar Hanumappa,LA_FULL,latin,22,2004
615,4447,V000490,ಶರಣಪ್ಪ ತಂದೆ ಸಂಗಪ್ಪ,Sharanappa Sangappa,KN_TANDE,kannada,27,2001
616,4448,V000491,ಬಸಪ್ಪ ಫಕೀರಪ್ಪ,Basappa Fakirappa,KN_FULL,kannada,48,1979
617,4449,V000492,Renuka,Renuka Chennappa,LA_GIVEN,latin,62,1965
618,4450,V000026,Shivakumara Puttappa,Shivakumar Puttappa,LA_FULL,latin,58,1969
619,4453,V000493,ಮಂಜುನಾಥ ಹನುಮಪ್ಪ,Manjunath Hanumappa,KN_FULL,kannada,55,1971
620,4469,V000494,Ganesh,Ganesh Venkatappa,LA_GIVEN,latin,62,1964
621,4470,V000007,Rakesh Gurappa,Rakesh Gurappa,LA_FULL,latin,16,2005
622,4476,V000216,ವೀರೇಶ ಮಲ್ಲಪ್ಪ,Veeresh Mallappa,KN_FULL,kannada,32,1992
623,4496,V000495,Vijay S/o Nagappa,Vijay Nagappa,LA_SONOF,latin,28,2000
624,4505,V000496,Puttappa Sharada,Sharada Puttappa,LA_REORDER,latin,46,1980
625,4525,V000497,Girish Fakirappa,Girish Fakirappa,LA_FULL,latin,36,1988
626,4535,V000498,ಯಲ್ಲಪ್ಪ ತಂದೆ ತಿಮ್ಮಪ್ಪ,Yallappa Timmappa,KN_TANDE,kannada,30,1997
627,4536,V000499,ಸವಿತಾ ತಂದೆ ವೆಂಕಟಪ್ಪ ,Savitha Venkatappa,KN_TANDE,kannada,22,2004
628,4541,V000500,Shivappa Lakshmee,Lakshmi Shivappa,LA_REORDER,latin,20,2006
629,4545,V000501,ರೂಪಾ,Roopa Krishnappa,KN_GIVEN,kannada,43,1983
630,4549,V000502,ದೇವರಾಜ ತಂದೆ ತಿಮ್ಮಪ್ಪ,Devaraj Timmappa,KN_TANDE,kannada,68,1958
631,4554,V000503,ಬಸವರಾಜ ತಂದೆ ಯಮನಪ್ಪ,Basavaraj Yamanappa,KN_TANDE,kannada,53,1968
632,4558,V000504,Pushpa  S/o Mariyappa,Pushpa Mariyappa,LA_SONOF,latin,42,1984
633,4563,V000505,Gangadhar Hanumappa,Gangadhar Hanumappa,LA_FULL,latin,35,1991
634,4570,V000506,ನಾಗರತ್ನ ಚಿಕ್ಕೇಗೌಡ,Nagaratna Chikkegowda,KN_FULL,kannada,44,1981
635,4577,V000143,Timmappa Lakshmi,Lakshmi Timmappa,LA_REORDER,latin,35,1996
636,4580,V000507,Doddabasappa S/o Ningappa,Doddabasappa Ningappa,LA_SONOF,latin,56,1972
637,4585,V000508,Shwetha,Shwetha Chikkegowda,LA_GIVEN,latin,70,1958
638,4590,V000273,ಸವಿತಾ ಬಸಪ್ಪ,Savitha Basappa,KN_FULL,kannada,45,1979
639,4594,V000509,Shobha,Shobha Fakirappa,LA_GIVEN,latin,36,1991
640,4606,V000510,Savitha,Savitha Gurappa,LA_GIVEN,latin,36,1985
641,4620,V000511,K. Ramegowd,Krishnamurthy Ramegowda,LA_INITIAL_PREFIX,latin,38,1983
642,4622,V000072,Kavitha Chennappa,Kavitha Chennappa,LA_FULL,latin,32,1996
643,4623,V000354,ಶಾರದಾ  ಸೋಮಪ್ಪ,Sharada Somappa,KN_FULL,kannada,69,1959
644,4624,V000165,ಮಂಜುಳಾ ಬೋರೇಗೌಡ,Manjula Boregowda,KN_FULL,kannada,67,1959
645,4626,V000111,L. Timmappa,Lokesh Timmappa,LA_INITIAL_PREFIX,latin,55,1970
646,4654,V000512,ರೂಪಾ,Roopa Somappa,KN_GIVEN,kannada,22,2004
647,4660,V000513,ರೂಪಾ ತಂದೆ ಪುಟ್ಟಪ್ಪ,Roopa Puttappa,KN_TANDE,kannada,27,1994
648,4673,V000514,Shivakumar Ningappa,Shivakumar Ningappa,LA_FULL,latin,22,2004
649,4679,V000515,Shivanna Chikkegowda,Shivanna Chikkegowda,LA_FULL,latin,46,1980
650,4701,V000516,Anand S/o Gurappa,Anand Gurappa,LA_SONOF,latin,34,1993
651,4726,V000517,ನಾಗರತ್ನ ಪುಟ್ಟಪ್ಪ,Nagaratna Puttappa,KN_FULL,kannada,59,1968
652,4733,V000518,Nagaraj,Nagaraj Durgappa,LA_GIVEN,latin,48,1980
653,4736,V000519,ಚಂದ್ರಶೇಖರ Shivapa,Chandrashekar Shivappa,MIX_KNGIVEN_LAFATHER,mixed,29,1998
654,4751,V000520,Ravi M,Ravi Mallappa,LA_INITIAL_SUFFIX,latin,35,1986
655,4752,V000234,Yashoda M,Yashoda Muniyappa,LA_INITIAL_SUFFIX,latin,21,2006
656,4758,V000324,ಗೀತಾ,Geetha Mallappa,KN_GIVEN,kannada,21,2000
657,4763,V000335,ಕವಿತಾ ರಂಗಪ್ಪ,Kavitha Rangappa,KN_FULL,kannada,42,1989
658,4785,V000521,Ningaraj Durgappa,Ningaraj Durgappa,LA_FULL,latin,61,1965
659,4790,V000005,ವಿಜಯಲಕ್ಷ್ಮಿ ತಂದೆ ಯಮನಪ್ಪ,Vijayalakshmi Yamanappa,KN_TANDE,kannada,41,1980
660,4805,V000522,ಮಹಾದೇವ Durgappa,Mahadev Durgappa,MIX_KNGIVEN_LAFATHER,mixed,68,1958
661,4842,V000523,ಗೀತಾ,Geetha Shivappa,KN_GIVEN,kannada,60,1971
662,4844,V000127,ಮಹೇಶ ತಂದೆ ರಾಮೇಗೌಡ,Mahesh Ramegowda,KN_TANDE,kannada,38,1988
663,4856,V000524,Shobha,Shobha Shivappa,LA_GIVEN,latin,35,1996
664,4879,V000525,ರಾಜು ಗುರಪ್ಪ,Raju Gurappa,KN_FULL,kannada,46,1982
665,4886,V000526,ರೇಣುಕಾ ಲಿಂಗಪ್ಪ,Renuka Lingappa,KN_FULL,kannada,42,1984
666,4890,V000527,Vijayalakshmi B,Vijayalakshmi Basappa,LA_INITIAL_SUFFIX,latin,61,1965
667,4894,V000528,Basawaraj S/o Ramegowd,Basavaraj Ramegowda,LA_SONOF,latin,37,1990
668,4897,V000529,Basavaraj Shivappa,Basavaraj Shivappa,LA_FULL,latin,65,1959
669,4898,V000530,ಭಾಗ್ಯ ತಿಮ್ಮಪ್ಪ,Bhagya Timmappa,KN_FULL,kannada,22,2004
670,4902,V000076,Sharanapp B,Sharanappa Boregowda,LA_INITIAL_SUFFIX,latin,36,1990
671,4904,V000531,VIJAYALAKSHMI ERANNA,Vijayalakshmi Eranna,LA_UPPER,latin,27,1999
672,4905,V000532,Sharanappa Yamanapp,Sharanappa Yamanappa,LA_FULL,latin,39,1988
673,4912,V000533,Ashoka Puttapp,Ashok Puttappa,LA_FULL,latin,35,1991
674,4918,V000534,Basappa S/o Mallapa,Basappa Mallappa,LA_SONOF,latin,30,1994
675,4920,V000535,Ashoka S/o Shivappa,Ashok Shivappa,LA_SONOF,latin,51,1975
676,4928,V000536,Ramesh C,Ramesh Chennappa,LA_INITIAL_SUFFIX,latin,38,1989
677,4933,V000004,ಶೋಭಾ ಮಲ್ಲಪ್ಪ,Shobha Mallappa,KN_FULL,kannada,44,1982
678,4935,V000537,ಸಂತೋಷ ,Santosh Nagappa,KN_GIVEN,kannada,59,1962
679,4942,V000538,ಚಂದ್ರಶೇಖರ Siddapa,Chandrashekar Siddappa,MIX_KNGIVEN_LAFATHER,mixed,72,1959
680,4945,V000539,Roopa S/o Hanumappa ,Roopa Hanumappa,LA_SONOF,latin,33,1992
681,4955,V000540,ನಾಗರತ್ನ ಹನುಮಪ್ಪ ,Nagaratna Hanumappa,KN_FULL,kannada,25,1999
682,4956,V000379,Ningappa Srinivas,Srinivas Ningappa,LA_REORDER,latin,39,1987
683,4957,V000541,Sures S/o Doddappa,Suresh Doddappa,LA_SONOF,latin,45,1981
684,4960,V000542,Gopal ಯಮನಪ್ಪ,Gopal Yamanappa,MIX_LAGIVEN_KNFATHER,mixed,26,2005
685,4970,V000045,ಮಂಜುಳಾ ಚೆನ್ನಪ್ಪ,Manjula Chennappa,KN_FULL,kannada,46,1981
686,4973,V000543,Basavaraj,Basavaraj Kempegowda,LA_GIVEN,latin,35,1991
687,4975,V000017,ಲಕ್ಷ್ಮಿ ವೆಂಕಟಪ್ಪ,Lakshmi Venkatappa,KN_FULL,kannada,69,1959
688,4996,V000544,Kiran Mariyappa,Kiran Mariyappa,LA_FULL,latin,60,1964
